pmid,title,year,journal,pubtypes,query_lanes,modules,priority,screening_decision,screening_reason,claim_extraction_candidate,pubmed_url
36074926,Motor cortex plasticity is greater in endurance-trained cyclists following acute exercise.,2022,"Journal of applied physiology (Bethesda, Md. : 1985)","Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36074926/
36063566,Quadriceps motor evoked torque is a reliable measure of corticospinal excitability in individuals with anterior cruciate ligament reconstruction.,2022,Journal of electromyography and kinesiology : official journal of the International Society of Electrophysiological Kinesiology,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36063566/
36061598,Continuous theta burst stimulation for drug-resistant epilepsy.,2022,Frontiers in neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; safety_side_effects_sensations; technician_equipment_localization,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36061598/
36060727,Left intermittent theta burst stimulation combined with right low-frequency rTMS as an additional treatment for major depression: A retrospective study.,2022,Indian journal of psychiatry,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36060727/
36060668,Effects of Transcranial Magnetic Stimulation Combined with Computer-Aided Cognitive Training on Cognitive Function of Children with Cerebral Palsy and Dysgnosia.,2022,Computational and mathematical methods in medicine,Journal Article; Retracted Publication,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36060668/
36058523,Vasovagal syncope as a specific side effect of DLPFC-rTMS: A frontal-vagal dose-finding study.,2022,Brain stimulation,Letter,dosing_protocol_variants; master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36058523/
36055538,Cardiovascular biomarkers of response to accelerated low frequency repetitive transcranial magnetic stimulation in major depression.,2022,Journal of affective disorders,"Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",clinical_depression_protocols; dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/36055538/
36055535,Electrophysiological and behavioral effects of unilateral and bilateral rTMS; A randomized clinical trial on rumination and depression.,2022,Journal of affective disorders,Journal Article; Randomized Controlled Trial,clinical_depression_protocols; dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,mechanisms; protocol_literacy; measurement_expansion,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/36055535/
36051304,Continuous theta burst stimulation over left supplementary motor area facilitates auditory-vocal integration in individuals with Parkinson's disease.,2022,Frontiers in aging neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; safety_side_effects_sensations,mechanisms; safety_side_effects; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36051304/
36049407,Effects of repetitive transcranial magnetic stimulation over right dorsolateral prefrontal cortex on excessive daytime sleepiness in patients with Parkinson's disease.,2022,Sleep medicine,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36049407/
36047662,High-Definition Transcranial Direct Current with Electrical Theta Burst on Post-Stroke Motor Rehabilitation: A Pilot Randomized Controlled Trial.,2022,Neurorehabilitation and neural repair,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; safety_side_effects_sensations,mechanisms; safety_side_effects; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/36047662/
36042993,Predictors of the Health-Related Quality of Life (HRQOL) in SF-36 in Knee Osteoarthritis Patients: A Multimodal Model With Moderators and Mediators.,2022,Cureus,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; state_factors; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36042993/
36040972,Detailed measurements and simulations of electric field distribution of two TMS coils cleared for obsessive compulsive disorder in the brain and in specific regions associated with OCD.,2022,PloS one,"Journal Article; Multicenter Study; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36040972/
36039823,A preliminary study on predictors of treatment response to repetitive transcranial magnetic stimulation in patients with treatment-resistant depression in Japan.,2022,Neuropsychopharmacology reports,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36039823/
36038605,Gradual enhancement of corticomotor excitability during cortico-cortical paired associative stimulation.,2022,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36038605/
36038031,Cerebellar repetitive transcranial magnetic stimulation modulates the motor learning of visually guided voluntary postural control task.,2022,Neuroscience letters,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36038031/
36034299,Hemodynamic signal changes and swallowing improvement of repetitive transcranial magnetic stimulation on stroke patients with dysphagia: A randomized controlled study.,2022,Frontiers in neurology,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; measurement_expansion,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/36034299/
36034122,Preconditioning prefrontal connectivity using transcranial direct current stimulation and transcranial magnetic stimulation.,2022,Frontiers in human neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36034122/
36034119,Connectomic disturbances underlying insomnia disorder and predictors of treatment response.,2022,Frontiers in human neuroscience,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36034119/
36033609,The hand motor hotspot for seed-based functional connectivity of hand motor networks at rest.,2022,Frontiers in neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36033609/
36031059,"Neuronavigation maximizes accuracy and precision in TMS positioning: Evidence from 11,230 distance, angle, and electric field modeling measurements.",2022,Brain stimulation,"Journal Article; Research Support, N.I.H., Extramural",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36031059/
36029418,Changes in the TMS-evoked potential N100 in the dorsolateral prefrontal cortex as a function of depression severity in adolescents.,2022,"Journal of neural transmission (Vienna, Austria : 1996)","Journal Article; Research Support, Non-U.S. Gov't",fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36029418/
36027587,Different Modalities of Transcranial Magnetic Stimulation to Manage Schizophrenia.,2022,The primary care companion for CNS disorders,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; safety_side_effects_sensations,mechanisms; safety_side_effects; patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36027587/
36013418,The Role of the Precuneus in Human Spatial Updating in a Real Environment Setting-A cTBS Study.,2022,"Life (Basel, Switzerland)",Journal Article,dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36013418/
36009174,Potential Targets for Noninvasive Brain Stimulation on Depersonalization-Derealization Disorder.,2022,Brain sciences,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36009174/
36009159,Long-Term Effects of Repetitive Transcranial Magnetic Stimulation on Tinnitus in a Guinea Pig Model.,2022,Brain sciences,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36009159/
36009150,Continuous Repetition Motor Imagery Training and Physical Practice Training Exert the Growth of Fatigue and Its Effect on Performance.,2022,Brain sciences,Journal Article,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36009150/
36006434,Postural support requirements preferentially modulate late components of the gastrocnemius response to transcranial magnetic stimulation.,2022,Experimental brain research,Journal Article,master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36006434/
36004820,Balance Training Modulates Cortical Inhibition in Individuals with Parkinson's Disease: A Randomized Controlled Trial.,2022,Neurorehabilitation and neural repair,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/36004820/
36002561,Identification and construction of a multi-epitopes vaccine design against Klebsiella aerogenes: molecular modeling study.,2022,Scientific reports,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36002561/
36001790,"Enhanced availability of serotonin limits muscle activation during high-intensity, but not low-intensity, fatiguing contractions.",2022,Journal of neurophysiology,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36001790/
36001143,Acute effects of quadriceps muscle versus tendon prolonged local vibration on force production capacities and central nervous system excitability.,2022,European journal of applied physiology,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/36001143/
35995552,Relationship between motor cortical and peripheral axonal hyperexcitability in amyotrophic lateral sclerosis.,2022,"Journal of neurology, neurosurgery, and psychiatry",Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35995552/
35992952,High-frequency repetitive transcranial magnetic stimulation of the left dorsolateral prefrontal cortex may reduce impulsivity in patients with methamphetamine use disorders: A pilot study.,2022,Frontiers in human neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35992952/
35992301,High-Frequency Cerebellar rTMS Improves the Swallowing Function of Patients with Dysphagia after Brainstem Stroke.,2022,Neural plasticity,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35992301/
35991299,Prefrontal reactivity to TMS perturbation as a toy model of mental health outcomes during the COVID-19 pandemic.,2022,Heliyon,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35991299/
35990553,The effect of stimulation frequency on transcranial evoked potentials.,2022,Translational neuroscience,Journal Article,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state,mechanisms; patient_faq_adherence; state_factors; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35990553/
35987328,The fast-posterior superior insula (Fast-PSI): A neuronavigation-free targeting method for non-invasive neuromodulation.,2022,Brain stimulation,"Letter; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35987328/
35987284,Stability and test-retest reliability of neuronavigated TMS measures of corticospinal and intracortical excitability.,2022,Brain research,"Journal Article; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35987284/
35985469,An rTMS-induced seizure during low frequency repetitive transcranial magnetic stimulation with a double-cone coil for spasticity: A case report.,2022,Brain stimulation,"Case Reports; Letter; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35985469/
35979128,Repetitive transcranial magnetic stimulation for post-traumatic stress disorder: Lights and shadows.,2022,World journal of clinical cases,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35979128/
35970940,"Cortical inhibition in neurofibromatosis type 1 is modulated by lovastatin, as demonstrated by a randomized, triple-blind, placebo-controlled clinical trial.",2022,Scientific reports,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/35970940/
35964870,The phase of sensorimotor mu and beta oscillations has the opposite effect on corticospinal excitability.,2022,Brain stimulation,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, Non-P.H.S.",master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/35964870/
35964212,Speech arrest by repetitive Transcranial Magnetic Stimulation - does it still work? Old experiences with new improvements.,2022,Restorative neurology and neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35964212/
35959382,Case report: Improved behavioral and psychiatric symptoms with repetitive transcranial magnetic stimulation at the bilateral DLPFC combined with cognitive and behavioral therapy in a patient with unilateral thalamic hemorrhage.,2022,Frontiers in neurology,Case Reports; Journal Article,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35959382/
35959244,Reconfiguration of Functional Dynamics in Cortico-Thalamo-Cerebellar Circuit in Schizophrenia Following High-Frequency Repeated Transcranial Magnetic Stimulation.,2022,Frontiers in human neuroscience,Journal Article,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy; measurement_expansion,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35959244/
35959241,Cold Cognition as Predictor of Treatment Response to rTMS; A Retrospective Study on Patients With Unipolar and Bipolar Depression.,2022,Frontiers in human neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35959241/
35958985,A novel perspective of associativity of upper limb motor impairment and cortical excitability in sub-acute and chronic stroke.,2022,Frontiers in neuroscience,Journal Article,master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,mechanisms; patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35958985/
35950904,"Very Low-Level Transcranial Photobiomodulation for Major Depressive Disorder: The ELATED-3 Multicenter, Randomized, Sham-Controlled Trial.",2022,The Journal of clinical psychiatry,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",clinical_depression_protocols; dosing_protocol_variants; master_tms_not_animal_only; psychiatric_indications,protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/35950904/
35950478,Low-frequency repetitive transcranial magnetic stimulation to the right Broca mirror area for improving auditory comprehension in a sensory aphasia after stroke: a case report.,2022,Folia neuropathologica,Case Reports; Journal Article,dosing_protocol_variants; master_tms_not_animal_only; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35950478/
35944371,A pilot study of accelerated deep transcranial magnetic stimulation effects on cognitive functioning in patients diagnosed with treatment resistant major depressive disorder.,2022,Psychiatry research,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35944371/
35944012,Human perceptual and metacognitive decision-making rely on distinct brain networks.,2022,PLoS biology,"Journal Article; Research Support, Non-U.S. Gov't",dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35944012/
35940558,Preventing misestimation of transcranial magnetic stimulation motor threshold with MTAT 2.0.,2022,Brain stimulation,"Letter; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35940558/
35940087,"Comparative study of low-dose ketamine infusion and repetitive transcranial magnetic stimulation in treatment-resistant depression: A posthoc pooled analysis of two randomized, double-blind, placebo-controlled studies.",2022,Psychiatry research,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",clinical_depression_protocols; dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/35940087/
35931377,The therapeutic potential of personalized connectivity-guided transcranial magnetic stimulation target over group-average target for depression.,2022,Brain stimulation,"Letter; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,mechanisms; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35931377/
35928992,In Older Adults the Antidepressant Effect of Repetitive Transcranial Magnetic Stimulation Is Similar but Occurs Later Than in Younger Adults.,2022,Frontiers in aging neuroscience,Journal Article,master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,patient_faq_adherence; state_factors; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35928992/
35928782,Early Effects of Repetitive Transcranial Magnetic Stimulation Combined With Sertraline in Adolescents With First-Episode Major Depressive Disorder.,2022,Frontiers in psychiatry,Journal Article,clinical_depression_protocols; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35928782/
35928355,Repetitive transcranial magnetic stimulation (rTMS) as a therapeutic option in paraneoplastic cerebellar ataxia - a case report.,2022,Journal of medicine and life,Case Reports; Journal Article,master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35928355/
35923827,"Citicoline Treatment in Acute Ischemic Stroke: A Randomized, Single-Blind TMS Study.",2022,Frontiers in neurology,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,mechanisms; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/35923827/
35923424,Efficacy of repetitive transcranial magnetic stimulation in Parkinson's disease: A systematic review and meta-analysis of randomised controlled trials.,2022,EClinicalMedicine,Journal Article,clinical_depression_protocols; dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy; guidelines_reviews,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/35923424/
35922816,Safety of low-intensity repetitive transcranial magneTic brAin stimUlation foR people living with mUltiple Sclerosis (TAURUS): study protocol for a randomised controlled trial.,2022,Trials,Clinical Trial Protocol; Journal Article,dosing_protocol_variants; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; patient_faq_adherence; technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/35922816/
35918117,Exploring patient perceptions of repetitive transcranial magnetic stimulation as a treatment for chronic musculoskeletal pain: a qualitative study.,2022,BMJ open,Journal Article,master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,safety_side_effects; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35918117/
35918051,Individualized and clinically friendly helmet-type coil positioning method (I-Helmet) for transcranial magnetic stimulation.,2022,Brain stimulation,"Letter; Research Support, Non-U.S. Gov't",master_tms_not_animal_only; technician_equipment_localization,technician_workflow,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35918051/
35912517,Clinical and radiomic features for predicting the treatment response of repetitive transcranial magnetic stimulation in major neurocognitive disorder: Results from a randomized controlled trial.,2022,Human brain mapping,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",clinical_depression_protocols; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,technician_workflow; protocol_literacy,3,include_targeted_extraction,clinical_trial_or_protocol_evidence,True,https://pubmed.ncbi.nlm.nih.gov/35912517/
35911885,Extended Repetitive Transcranial Magnetic Stimulation Therapy for Post-stroke Depression in a Patient With a Pre-frontal Cortical Lesion: A Case Study.,2022,Frontiers in neurology,Case Reports; Journal Article,master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,safety_side_effects; patient_faq_adherence; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35911885/
35909445,The Impact of Theta-Burst Stimulation on Cortical GABA and Glutamate in Treatment-Resistant Depression: A Surface-Based MRSI Analysis Approach.,2022,Frontiers in molecular neuroscience,Journal Article,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,patient_faq_adherence; state_factors; technician_workflow; protocol_literacy,3,include_targeted_extraction,operational_or_patient_faq_relevance,True,https://pubmed.ncbi.nlm.nih.gov/35909445/
