pmid,title,year,pubdate,epubdate,journal,source_abbrev,volume,issue,pages,doi,pmc,authors,author_count,last_author,pubtypes,is_review,is_guideline,is_meta_analysis,is_clinical_trial,is_randomized_trial,query_lanes,pubmed_url
36515461,Brain stimulation treatment for bipolar disorder.,2023,2023 Feb,2022 Dec 21,Bipolar disorders,Bipolar Disord,25,1,9-24,10.1111/bdi.13283,PMC10210071,Mutz J,1,Mutz J,"Journal Article; Review; Research Support, Non-U.S. Gov't",True,False,False,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/36515461/
36494091,Deep transformation models for functional outcome prediction after acute ischemic stroke.,2023,2023 Aug,2022 Dec 9,Biometrical journal. Biometrische Zeitschrift,Biom J,65,6,e2100379,10.1002/bimj.202100379,,Herzog L; Kook L; Götschi A; Petermann K; Hänsel M; Hamann J; Dürr O; Wegener S; Sick B,9,Sick B,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/36494091/
36481460,Effect of sleep deprivation plus existing therapies on depression: A systematic review and meta-analysis of randomized controlled trials.,2023,2023 Feb,2022 Dec 5,International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Int J Psychophysiol,184,,1-11,10.1016/j.ijpsycho.2022.11.016,,He C; Xiao L; Xu J; Cui Y; Huang Y; Li Y; Tang Y; Xu S; Wang H; Cai Y; Guo X; Su T,12,Su T,"Meta-Analysis; Systematic Review; Journal Article; Research Support, Non-U.S. Gov't",True,False,True,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/36481460/
36480651,Update on treatments for anxiety-related disorders.,2023,2023 Mar 1,2022 Dec 6,Current opinion in psychiatry,Curr Opin Psychiatry,36,2,140-145,10.1097/YCO.0000000000000841,,Lee HJ; Stein MB,2,Stein MB,Review; Journal Article,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/36480651/
36470132,Pharmacological and nonpharmacological augmentation treatments for clozapine-resistant schizophrenia: A systematic review and network meta-analysis with normalized entropy assessment.,2023,2023 Jan,2022 Nov 26,Asian journal of psychiatry,Asian J Psychiatr,79,,103375,10.1016/j.ajp.2022.103375,,Yeh TC; Correll CU; Yang FC; Chen MH; Tseng PT; Hsu CW; Carvalho AF; Stubbs B; Thompson T; Chu CS; Yu CL; Il Shin J,15,Liang CS,Systematic Review; Journal Article; Network Meta-Analysis,True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; patient_experience_adherence_state,https://pubmed.ncbi.nlm.nih.gov/36470132/
36464521,Computationally Informed Interventions for Targeting Compulsive Behaviors.,2023,2023 Apr 15,2022 Sep 7,Biological psychiatry,Biol Psychiatry,93,8,729-738,10.1016/j.biopsych.2022.08.028,PMC9989040,Kahnt T,1,Kahnt T,"Journal Article; Review; Research Support, N.I.H., Intramural",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36464521/
36460808,Precise motor mapping with transcranial magnetic stimulation.,2023,2023 Feb,2022 Dec 2,Nature protocols,Nat Protoc,18,2,293-318,10.1038/s41596-022-00776-6,,Weise K; Numssen O; Kalloch B; Zier AL; Thielscher A; Haueisen J; Hartwigsen G; Knösche TR,8,Knösche TR,"Journal Article; Review; Research Support, Non-U.S. Gov't",True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36460808/
36453393,Recent advancements in noninvasive brain modulation for individuals with autism spectrum disorder.,2023,2023 Jun,,Neural regeneration research,Neural Regen Res,18,6,1191-1195,10.4103/1673-5374.360163,PMC9838164,Griff JR; Langlie J; Bencie NB; Cromar ZJ; Mittal J; Memis I; Wallace S; Marcillo AE; Mittal R; Eshraghi AA,10,Eshraghi AA,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/36453393/
36449728,Neurostimulation as a treatment for mood disorders in patients: recent findings.,2023,2023 Jan 1,2022 Nov 18,Current opinion in psychiatry,Curr Opin Psychiatry,36,1,14-19,10.1097/YCO.0000000000000835,,Afshari M; Belzung C; Bloch S,3,Bloch S,"Review; Journal Article; Research Support, Non-U.S. Gov't",True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/36449728/
36442646,Effects of repetitive transcranial magnetic stimulation on post-stroke patients with cognitive impairment: A systematic review and meta-analysis.,2023,2023 Feb 15,2022 Nov 25,Behavioural brain research,Behav Brain Res,439,,114229,10.1016/j.bbr.2022.114229,,Li KP; Sun J; Wu CQ; An XF; Wu JJ; Zheng MX; Hua XY; Xu JG,8,Xu JG,"Meta-Analysis; Systematic Review; Journal Article; Research Support, Non-U.S. Gov't",True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36442646/
36437474,Applying transcranial magnetic stimulation to rehabilitation of poststroke lower extremity function and an improvement: Individual-target TMS.,2023,2023 Mar,2022 Nov 27,Wiley interdisciplinary reviews. Cognitive science,Wiley Interdiscip Rev Cogn Sci,14,2,e1636,10.1002/wcs.1636,,Qi S; Tian M; Rao Y; Sun C; Li X; Qiao J; Huang ZG,7,Huang ZG,Review; Journal Article,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36437474/
36416049,The efficacy of neurofeedback for alcohol use disorders - a systematic review.,2023,2023 Jun-Jul,2022 Dec 6,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,World J Biol Psychiatry,24,6,496-507,10.1080/15622975.2022.2151043,,Dave F; Tripathi R,2,Tripathi R,Systematic Review; Case Reports; Journal Article,True,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36416049/
36412047,Non-Invasive Treatments for Failed Back Surgery Syndrome: A Systematic Review.,2023,2023 May,2022 Nov 22,Global spine journal,Global Spine J,13,4,1153-1162,10.1177/21925682221141385,PMC10189334,Papalia GF; Russo F; Vadalà G; Pascarella G; De Salvatore S; Ambrosio L; Di Martino S; Sammartini D; Sammartini E; Carassiti M; Papalia R; Denaro V,12,Denaro V,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/36412047/
36410454,Efficacy and tolerability of repetitive transcranial magnetic stimulation for late-life depression: A systematic review and meta-analysis.,2023,2023 Feb 15,2022 Nov 21,Journal of affective disorders,J Affect Disord,323,,219-231,10.1016/j.jad.2022.11.027,,Zhang M; Mo J; Zhang H; Tang Y; Guo K; OuYang X; Huang L; Zhong X; Ning Y,9,Ning Y,"Meta-Analysis; Systematic Review; Journal Article; Research Support, Non-U.S. Gov't",True,False,True,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/36410454/
36401591,Clinical management of psychostimulant withdrawal: review of the evidence.,2023,2023 Apr,2022 Dec 12,"Addiction (Abingdon, England)",Addiction,118,4,750-762,10.1111/add.16093,PMC10069411,Li MJ; Shoptaw SJ,2,Shoptaw SJ,"Review; Journal Article; Research Support, N.I.H., Extramural",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state,https://pubmed.ncbi.nlm.nih.gov/36401591/
36380513,Augmentation strategies for clozapine resistance: a systematic review and meta-analysis.,2023,2023 Apr,2022 Nov 16,Acta neuropsychiatrica,Acta Neuropsychiatr,35,2,65-75,10.1017/neu.2022.30,,Grover S; Sarkar S; Sahoo S,3,Sahoo S,Meta-Analysis; Systematic Review; Journal Article,True,False,True,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state,https://pubmed.ncbi.nlm.nih.gov/36380513/
36369294,Revisiting Transcranial Light Stimulation as a Stroke Therapeutic-Hurdles and Opportunities.,2023,2023 Dec,2022 Nov 12,Translational stroke research,Transl Stroke Res,14,6,854-862,10.1007/s12975-022-01103-7,,Feng W; Domeracki A; Park C; Shah S; Chhatbar PY; Pawar S; Chang C; Hsu PC; Richardson E; Hasan D; Sokhadze E; Zhang Q,13,Liu H,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/36369294/
36341804,Electroencephalography for predicting antidepressant treatment success: A systematic review and meta-analysis.,2023,2023 Jan 15,2022 Oct 28,Journal of affective disorders,J Affect Disord,321,,201-207,10.1016/j.jad.2022.10.042,,Cohen SE; Zantvoord JB; Wezenberg BN; Daams JG; Bockting CLH; Denys D; van Wingen GA,7,van Wingen GA,Meta-Analysis; Systematic Review; Journal Article,True,False,True,False,False,clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/36341804/
36334762,Are neuromodulation interventions associated with changes in the gut microbiota? A systematic review.,2023,2023 Feb 1,2022 Nov 9,Neuropharmacology,Neuropharmacology,223,,109318,10.1016/j.neuropharm.2022.109318,,Korenblik V; Brouwer ME; Korosi A; Denys D; Bockting CLH; Brul S; Lok A,7,Lok A,Systematic Review; Journal Article,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/36334762/
36332699,Transcranial direct current stimulation for bipolar depression: systematic reviews of clinical evidence and biological underpinnings.,2023,2023 Mar 8,2022 Nov 1,Progress in neuro-psychopharmacology & biological psychiatry,Prog Neuropsychopharmacol Biol Psychiatry,121,,110672,10.1016/j.pnpbp.2022.110672,,D'Urso G; Toscano E; Barone A; Palermo M; Dell'Osso B; Di Lorenzo G; Mantovani A; Martinotti G; Fornaro M; Iasevoli F; de Bartolomeis A,11,de Bartolomeis A,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/36332699/
36318234,Linking Personalized Brain Atrophy to Schizophrenia Network and Treatment Response.,2023,2023 Jan 3,,Schizophrenia bulletin,Schizophr Bull,49,1,43-52,10.1093/schbul/sbac162,PMC9810021,Ji GJ; Zalesky A; Wang Y; He K; Wang L; Du R; Sun J; Bai T; Chen X; Tian Y; Zhu C; Wang K,12,Wang K,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,True,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36318234/
36275861,"The clinical neurophysiology of COVID-19-direct infection, long-term sequelae and para-immunization responses: A literature review.",2023,2023,2022 Oct 17,Clinical neurophysiology practice,Clin Neurophysiol Pract,8,,3-11,10.1016/j.cnp.2022.09.005,PMC9574576,Haykal MA; Menkes DL,2,Menkes DL,Journal Article; Review,True,False,False,False,False,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36275861/
36273508,Can a single session of noninvasive brain stimulation applied over the prefrontal cortex prevent stress-induced cortisol release?,2023,2023 Mar 8,2022 Oct 21,Progress in neuro-psychopharmacology & biological psychiatry,Prog Neuropsychopharmacol Biol Psychiatry,121,,110667,10.1016/j.pnpbp.2022.110667,,Vignaud P; Adam O; Palm U; Baeken C; Prieto N; Poulet E; Brunelin J,7,Brunelin J,Systematic Review; Journal Article,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36273508/
36260126,Causal involvement of the left angular gyrus in higher functions as revealed by transcranial magnetic stimulation: a systematic review.,2023,2023 Jan,2022 Oct 19,Brain structure & function,Brain Struct Funct,228,1,169-196,10.1007/s00429-022-02576-w,PMC9813212,Wagner J; Rusconi E,2,Rusconi E,Systematic Review; Journal Article,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36260126/
36229994,"Therapeutic potential of brain stimulation techniques in the treatment of mental, psychiatric, and cognitive disorders.",2023,2023 Jan,2022 Oct 13,CNS neuroscience & therapeutics,CNS Neurosci Ther,29,1,8-23,10.1111/cns.13971,PMC9804057,Camacho-Conde JA; Del Rosario Gonzalez-Bermudez M; Carretero-Rey M; Khan ZU,4,Khan ZU,"Journal Article; Review; Research Support, Non-U.S. Gov't",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state,https://pubmed.ncbi.nlm.nih.gov/36229994/
36198876,Assessing the mechanisms of brain plasticity by transcranial magnetic stimulation.,2023,2023 Jan,2022 Oct 5,Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Neuropsychopharmacology,48,1,191-208,10.1038/s41386-022-01453-8,PMC9700722,Jannati A; Oberman LM; Rotenberg A; Pascual-Leone A,4,Pascual-Leone A,"Journal Article; Review; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",True,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36198876/
36174786,Efficacy and safety of repetitive transcranial magnetic stimulation in children and adolescents with depression: A systematic review and preliminary meta-analysis.,2023,2023 Jan 1,2022 Sep 27,Journal of affective disorders,J Affect Disord,320,,305-312,10.1016/j.jad.2022.09.060,,Qiu H; Liang K; Lu L; Gao Y; Li H; Hu X; Xing H; Huang X; Gong Q,9,Gong Q,"Systematic Review; Meta-Analysis; Journal Article; Research Support, Non-U.S. Gov't",True,False,True,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/36174786/
36161554,Treatment Response of Transcranial Magnetic Stimulation in Intellectually Capable Youth and Young Adults with Autism Spectrum Disorder: A Systematic Review and Meta-Analysis.,2023,2023 Dec,2022 Sep 26,Neuropsychology review,Neuropsychol Rev,33,4,834-855,10.1007/s11065-022-09564-1,PMC10039963,Smith JR; DiSalvo M; Green A; Ceranoglu TA; Anteraper SA; Croarkin P; Joshi G,7,Joshi G,"Meta-Analysis; Systematic Review; Journal Article; Research Support, N.I.H., Extramural",True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36161554/
36126293,"Electrical, Electromagnetic, Ultrasound Wave Therapies, and Electronic Implants for Neuronal Rejuvenation, Neuroprotection, Axonal Regeneration, and IOP Reduction.",2023,2023 Oct,2022 Sep 20,Journal of ocular pharmacology and therapeutics : the official journal of the Association for Ocular Pharmacology and Therapeutics,J Ocul Pharmacol Ther,39,8,477-498,10.1089/jop.2022.0046,,Sharif NA,1,Sharif NA,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/36126293/
36018543,The Effect of Cerebellar rTMS on Modulating Motor Dysfunction in Neurological Disorders: a Systematic Review.,2023,2023 Oct,2022 Aug 26,"Cerebellum (London, England)",Cerebellum,22,5,954-972,10.1007/s12311-022-01465-6,,Xia Y; Wang M; Zhu Y,3,Zhu Y,Systematic Review; Journal Article,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/36018543/
35999040,Psychological Effects of Repetitive Transcranial Magnetic Stimulation on Individuals With Methamphetamine Use Disorder: A Systematic Review and Meta-Analysis.,2023,2023 Jan,2022 Aug 23,Biological research for nursing,Biol Res Nurs,25,1,117-128,10.1177/10998004221122522,,Tang Z; Zhu Z; Xu J,3,Xu J,Meta-Analysis; Systematic Review; Journal Article,True,False,True,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/35999040/
35989677,Efficacy of Repetitive Transcranial Magnetic Stimulation on Comorbid Anxiety and Depression Symptoms in Obsessive-Compulsive Disorder: A Meta-Analysis of Randomized Sham-Controlled Trials.,2023,2023 Jun,2022 Aug 22,Canadian journal of psychiatry. Revue canadienne de psychiatrie,Can J Psychiatry,68,6,407-417,10.1177/07067437221121112,PMC10331254,Thatikonda NS; Vinod P; Balachander S; Bhaskarpillai B; Arumugham SS; Reddy YCJ,6,Reddy YCJ,Meta-Analysis; Journal Article; Review,True,False,True,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/35989677/
35983592,Neuromodulation Therapies in Pre-Clinical Models of Traumatic Brain Injury: Systematic Review and Translational Applications.,2023,2023 Mar,2022 Sep 23,Journal of neurotrauma,J Neurotrauma,40,5-6,435-448,10.1089/neu.2022.0286,,Surendrakumar S; Rabelo TK; Campos ACP; Mollica A; Abrahao A; Lipsman N; Burke MJ; Hamani C,8,Hamani C,"Systematic Review; Journal Article; Research Support, Non-U.S. Gov't",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/35983592/
35973849,ECT: An essential therapy in psychiatry.,2023,2023 Feb,2022 Aug 13,L'Encephale,Encephale,49,1,103-106,10.1016/j.encep.2022.05.002,,Sauvaget A; Bulteau S; Galvao F; Szekely D; Fossati P; Poulet E,6,Poulet E,Journal Article,False,False,False,False,False,clinical_depression_protocols; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/35973849/
35940590,Effects of Cross-Education on Neural Adaptations Following Non-Paretic Limb Training in Stroke: A Scoping Review with Implications for Neurorehabilitation.,2023,2023,2022 Aug 8,Journal of motor behavior,J Mot Behav,55,1,111-124,10.1080/00222895.2022.2106935,,Lim H; Madhavan S,2,Madhavan S,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Scoping Review",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/35940590/
35921153,The Effects of Repetitive Transcranial Magnetic Stimulation on Standing Balance and Walking in Older Adults with Age-related Neurological Disorders: A Systematic Review and Meta-analysis.,2023,2023 May 11,,"The journals of gerontology. Series A, Biological sciences and medical sciences",J Gerontol A Biol Sci Med Sci,78,5,842-852,10.1093/gerona/glac158,PMC10172986,Zhou J; Chen Y; Gin T; Bao D; Zhou J,5,Zhou J,"Meta-Analysis; Systematic Review; Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/35921153/
35904354,Noninvasive Brain Stimulation: Multiple Effects on Cognition.,2023,2023 Oct,2022 Jul 29,"The Neuroscientist : a review journal bringing neurobiology, neurology and psychiatry",Neuroscientist,29,5,639-653,10.1177/10738584221113806,,Hartwigsen G; Silvanto J,2,Silvanto J,"Journal Article; Review; Research Support, Non-U.S. Gov't",True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/35904354/
35900217,"World Federation of Societies of Biological Psychiatry (WFSBP) guidelines for treatment of anxiety, obsessive-compulsive and posttraumatic stress disorders - Version 3. Part II: OCD and PTSD.",2023,2023 Feb,2022 Jul 28,The world journal of biological psychiatry : the official journal of the World Federation of Societies of Biological Psychiatry,World J Biol Psychiatry,24,2,118-134,10.1080/15622975.2022.2086296,,Bandelow B; Allgulander C; Baldwin DS; Costa DLDC; Denys D; Dilbaz N; Domschke K; Hollander E; Kasper S; Möller HJ; Eriksson E; Fineberg NA,33,Zohar J,Journal Article,False,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/35900217/
35872613,rTMS/iTBS and Cognitive Rehabilitation for Deficits Associated With TBI and PTSD: A Theoretical Framework and Review.,2023,2023 Winter,2022 Jul 25,The Journal of neuropsychiatry and clinical neurosciences,J Neuropsychiatry Clin Neurosci,35,1,28-38,10.1176/appi.neuropsych.21090227,,Lindsey A; Ellison RL; Herrold AA; Aaronson AL; Kletzel SL; Stika MM; Guernon A; Bender Pape T,8,Bender Pape T,Journal Article; Review,True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/35872613/
35763122,"Effect of Repetitive Transcranial Magnetic Stimulation on Post-stroke Dysphagia: A Meta-analysis of Stimulation Frequency, Stimulation Site, and Timing of Outcome Measurement.",2023,2023 Feb,2022 Jun 28,Dysphagia,Dysphagia,38,1,435-445,10.1007/s00455-022-10483-9,,Hsiao MY; Choo YJ; Liu IC; Boudier-Revéret M; Chang MC,5,Chang MC,"Systematic Review; Meta-Analysis; Journal Article; Research Support, Non-U.S. Gov't",True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/35763122/
35674917,Multiple functions of the angular gyrus at high temporal resolution.,2023,2023 Jan,2022 Jun 8,Brain structure & function,Brain Struct Funct,228,1,7-46,10.1007/s00429-022-02512-y,,Seghier ML,1,Seghier ML,Journal Article; Review,True,False,False,False,False,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/35674917/
35671136,Is There an Optimal Repetitive Transcranial Magnetic Stimulation Target to Treat Chronic Tinnitus?,2023,2023 Mar,2023 Jan 29,Otolaryngology--head and neck surgery : official journal of American Academy of Otolaryngology-Head and Neck Surgery,Otolaryngol Head Neck Surg,168,3,300-306,10.1177/01945998221102082,,Watson N; Schaper FLWVJ; Jabbour S; Sadler S; Bain PA; Fox MD; Naples JG,7,Naples JG,Journal Article; Systematic Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/35671136/
35636518,Efficacy of High-Frequency Repetitive Transcranial Magnetic Stimulation at 10 Hz in Fibromyalgia: A Systematic Review and Meta-analysis.,2023,2023 Jan,2022 May 27,Archives of physical medicine and rehabilitation,Arch Phys Med Rehabil,104,1,151-159,10.1016/j.apmr.2022.05.006,,Zhu PA; Xie JY; Liu H; Wen Y; Shao YJ; Bao X,6,Bao X,Meta-Analysis; Systematic Review; Journal Article,True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/35636518/
35488362,Developing a framework for utilizing adjunct rehabilitation therapies in motor recovery of upper extremity post stroke.,2023,2023 Jul,2022 Apr 29,Topics in stroke rehabilitation,Top Stroke Rehabil,30,5,493-500,10.1080/10749357.2022.2070364,,Teasell R; McIntyre A; Viana R; Bateman EA; Murie-Fernandez M; Janzen S; Saikaley M,7,Saikaley M,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/35488362/
35437218,"Transcranial Magnetic Stimulation and its Imaging Features in Patients With Depression, Post-traumatic Stress Disorder, and Traumatic Brain Injury.",2023,2023 Jan,2022 Apr 15,Academic radiology,Acad Radiol,30,1,103-112,10.1016/j.acra.2022.03.016,,Huntley JH; Rezvani Habibabadi R; Vaishnavi S; Khoshpouri P; Kraut MA; Yousem DM,6,Yousem DM,"Journal Article; Review; Research Support, Non-U.S. Gov't",True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/35437218/
35343884,Inhibitory control as a potential treatment target for obesity.,2023,2023 May,2022 Mar 28,Nutritional neuroscience,Nutr Neurosci,26,5,429-444,10.1080/1028415X.2022.2053406,,de Klerk MT; Smeets PAM; la Fleur SE,3,la Fleur SE,Review; Journal Article,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/35343884/
35119625,The Impact of Transcranial Magnetic Stimulation on Reading Processes: A Systematic Review.,2023,2023 Mar,2022 Feb 4,Neuropsychology review,Neuropsychol Rev,33,1,255-277,10.1007/s11065-022-09534-7,PMC9349478,Arrington CN; Ossowski AE; Baig H; Persichetti E; Morris R,5,Morris R,"Systematic Review; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/35119625/
35112659,"Does noninvasive brain stimulation combined with other therapies improve upper extremity motor impairment, functional performance, and participation in activities of daily living after stroke? A systematic review and meta-analysis of randomized controlled trial.",2023,2023 Apr,2022 Feb 3,Topics in stroke rehabilitation,Top Stroke Rehabil,30,3,213-234,10.1080/10749357.2022.2026278,,Ahmed I; Mustafaoglu R; Benkhalifa N; Yakhoub YH,4,Yakhoub YH,Meta-Analysis; Systematic Review; Journal Article,True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/35112659/
