pmid,title,year,pubdate,epubdate,journal,source_abbrev,volume,issue,pages,doi,pmc,authors,author_count,last_author,pubtypes,is_review,is_guideline,is_meta_analysis,is_clinical_trial,is_randomized_trial,query_lanes,pubmed_url
37265838,Application of Transcranial Magnetic Stimulation with Electroencephalography in the Evaluation of Brain Function Changes after Stroke.,2023,2023,2023 May 24,International journal of clinical practice,Int J Clin Pract,2023,,3051175,10.1155/2023/3051175,PMC10232191,Mo L; Nie Y; Wan G; Zhang Y; Zhao M; Wu J; Wang H; Li Q; Liu A,9,Liu A,Journal Article,False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/37265838/
37263267,Orbitofrontal cortex-hippocampus potentiation mediates relief for depression: A randomized double-blind trial and TMS-EEG study.,2023,2023 Jun 20,2023 May 31,Cell reports. Medicine,Cell Rep Med,4,6,101060,10.1016/j.xcrm.2023.101060,PMC10313932,Han S; Li XX; Wei S; Zhao D; Ding J; Xu Y; Yu C; Chen Z; Zhou DS; Yuan TF,10,Yuan TF,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,True,clinical_depression_protocols; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; patient_experience_adherence_state; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37263267/
37263069,Effect of repetitive transcranial magnetic stimulation combined with transcranial direct current stimulation on post-stroke dysmnesia: A preliminary study.,2023,2023 Aug,2023 May 22,Clinical neurology and neurosurgery,Clin Neurol Neurosurg,231,,107797,10.1016/j.clineuro.2023.107797,,Hu AM; Huang CY; He JG; Wu L,4,Wu L,Randomized Controlled Trial; Journal Article,False,False,False,False,True,master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37263069/
37261928,You are fired! Exclusion words induce corticospinal modulations associated with vicarious pain.,2023,2023 Jun 13,,Social cognitive and affective neuroscience,Soc Cogn Affect Neurosci,18,1,,10.1093/scan/nsad033,PMC10263475,Vitale F; Urrutia M; Avenanti A; de Vega M,4,de Vega M,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/37261928/
37261109,Accelerated high frequency rTMS induces time-dependent dopaminergic alterations: a DaTSCAN brain imaging study in healthy beagle dogs.,2023,2023,2023 May 16,Frontiers in veterinary science,Front Vet Sci,10,,1154596,10.3389/fvets.2023.1154596,PMC10228829,Xu Y; Peremans K; Salden S; Audenaert K; Dobbeleir A; Van Eeckhaut A; De Bundel D; Saunders JH; Baeken C,9,Baeken C,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37261109/
37260847,Editorial: Brain stimulation in cognition and disease.,2023,2023,2023 May 16,Frontiers in neuroscience,Front Neurosci,17,,1213272,10.3389/fnins.2023.1213272,PMC10227574,Yu K; Wang J; Jiang H; Mourad PD,4,Mourad PD,Editorial,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37260847/
37260845,Effects of excitatory transcranial magnetic stimulation over the different cerebral hemispheres dorsolateral prefrontal cortex for post-stroke cognitive impairment: a systematic review and meta-analysis.,2023,2023,2023 May 16,Frontiers in neuroscience,Front Neurosci,17,,1102311,10.3389/fnins.2023.1102311,PMC10228699,Han K; Liu J; Tang Z; Su W; Liu Y; Lu H; Zhang H,7,Zhang H,Systematic Review; Journal Article,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37260845/
37260762,A review of critical brain oscillations in depression and the efficacy of transcranial magnetic stimulation treatment.,2023,2023,2023 May 16,Frontiers in psychiatry,Front Psychiatry,14,,1073984,10.3389/fpsyt.2023.1073984,PMC10228658,Tsai YC; Li CT; Juan CH,3,Juan CH,Journal Article; Review,True,False,False,False,False,clinical_depression_protocols; dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/37260762/
37260758,Non-invasive brain stimulation for treating catatonia: a systematic review.,2023,2023,2023 May 16,Frontiers in psychiatry,Front Psychiatry,14,,1135583,10.3389/fpsyt.2023.1135583,PMC10227525,Xiao H; Meng Y; Liu S; Cao Y; Sun H; Deng G; Wang M; Zheng Y; Qiu C,9,Qiu C,Systematic Review; Journal Article,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/37260758/
37258445,Treatment of Post-Stroke Dysphagia with Repetitive Transcranial Magnetic Stimulation Based on the Bimodal Balance Recovery Model: A Pilot Study.,2023,2023 Mar 31,,Journal of integrative neuroscience,J Integr Neurosci,22,3,53,10.31083/j.jin2203053,,Wang L; Wang F; Lin Y; Guo X; Wang J; Liu J; Feng C; Xu S; Wang Y; Gao C; Mei Y; Li Y,12,Li Y,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/37258445/
37258437,Evaluation of Relationships between Corticospinal Excitability and Somatosensory Deficits in the Acute and Subacute Phases of Stroke.,2023,2023 May 8,,Journal of integrative neuroscience,J Integr Neurosci,22,3,61,10.31083/j.jin2203061,,Gao Z; Cai Q; Fang H; He J; Hu Z; Jin Y; Chen Y; Tan B; Wang Y; Wang J; Che X,11,Che X,Case Reports; Journal Article,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37258437/
37257816,Transcranial static magnetic field stimulation (tSMS) can induce functional recovery in patients with subacute stroke.,2023,2023 May-Jun,2023 May 29,Brain stimulation,Brain Stimul,16,3,933-935,10.1016/j.brs.2023.05.024,,Shimomura R; Shibata S; Koganemaru S; Minakuchi M; Ichimura S; Itoh A; Shimotake K; Mima T,8,Mima T,"Letter; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37257816/
37257815,Re-evaluating the contribution of sensorimotor mu rhythm phase and power to human corticospinal output: A replication study.,2023,2023 May-Jun,2023 May 29,Brain stimulation,Brain Stimul,16,3,936-938,10.1016/j.brs.2023.05.022,,Suresh T; Hussain SJ,2,Hussain SJ,"Letter; Research Support, N.I.H., Extramural",False,False,False,False,False,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37257815/
37256607,Meta-analysis: Brain Stimulation Improved Cognition.,2023,2023 Jun 20,,JAMA,JAMA,329,23,2012,10.1001/jama.2023.9607,,Harris E,1,Harris E,Journal Article; Meta-Analysis,False,False,True,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37256607/
37255097,Repetitive transcranial magnetic stimulation for treatment of limb spasticity following multiple sclerosis: a systematic review and meta-analysis.,2023,2023,2023 May 29,Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas,Braz J Med Biol Res,56,,e12708,10.1590/1414-431X2023e12708,PMC10229079,Su D; Wang A; Zhu M; Yang F; Li W; Ma B; Liu M; Li Z; Wang B; Tu H; Ning B,11,Ning B,Meta-Analysis; Systematic Review; Journal Article,True,False,True,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37255097/
37254441,Motor potentials evoked by transcranial magnetic stimulation: interpreting a simple measure of a complex system.,2023,2023 Jul,2023 Jun 8,The Journal of physiology,J Physiol,601,14,2827-2851,10.1113/JP281885,PMC10952180,Spampinato DA; Ibanez J; Rocchi L; Rothwell J,4,Rothwell J,"Review; Journal Article; Research Support, Non-U.S. Gov't",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37254441/
37252576,A Case Study Demonstrating Applications of ChatGPT in the Clinical Management of Treatment-Resistant Schizophrenia.,2023,2023 Apr,2023 Apr 26,Cureus,Cureus,15,4,e38166,10.7759/cureus.38166,PMC10219639,Galido PV; Butala S; Chakerian M; Agustines D,4,Agustines D,Case Reports; Journal Article,False,False,False,False,False,master_tms_not_animal_only; medication_sleep_caffeine_state; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/37252576/
37252157,Increased thalamic gray matter volume induced by repetitive transcranial magnetic stimulation treatment in patients with major depressive disorder.,2023,2023,2023 May 12,Frontiers in psychiatry,Front Psychiatry,14,,1163067,10.3389/fpsyt.2023.1163067,PMC10218132,Wang Z; Zhang D; Guan M; Ren X; Li D; Yin K; Zhou P; Li B; Wang H,9,Wang H,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37252157/
37250701,A mathematical model and experimental procedure to analyze the cognitive effects of audio frequency magnetic fields.,2023,2023,2023 May 12,Frontiers in human neuroscience,Front Hum Neurosci,17,,1135511,10.3389/fnhum.2023.1135511,PMC10218710,Navarro EA; Navarro-Modesto E,2,Navarro-Modesto E,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37250701/
37250691,Therapeutic effects of repetitive transcranial magnetic stimulation on cognitive impairment in stroke patients: a systematic review and meta-analysis.,2023,2023,2023 May 12,Frontiers in human neuroscience,Front Hum Neurosci,17,,1177594,10.3389/fnhum.2023.1177594,PMC10213559,Gong C; Hu H; Peng XM; Li H; Xiao L; Liu Z; Zhong YB; Wang MY; Luo Y,9,Luo Y,Systematic Review; Journal Article,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37250691/
37250417,A randomised sham-controlled study evaluating rTMS analgesic efficacy for postherpetic neuralgia.,2023,2023,2023 May 11,Frontiers in neuroscience,Front Neurosci,17,,1158737,10.3389/fnins.2023.1158737,PMC10213647,Wang H; Hu Y; Deng J; Ye Y; Huang M; Che X; Yu L,7,Yu L,Journal Article,False,False,False,False,False,master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37250417/
37250301,Oral and fecal microbiota perturbance in cocaine users: Can rTMS-induced cocaine abstinence support eubiosis restoration?,2023,2023 May 19,2023 Apr 20,iScience,iScience,26,5,106627,10.1016/j.isci.2023.106627,PMC10214473,Gerace E; Baldi S; Salimova M; Di Gloria L; Curini L; Cimino V; Nannini G; Russo E; Pallecchi M; Ramazzotti M; Bartolucci G; Occupati B,19,Amedei A,Journal Article,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37250301/
37249748,Reference-free Bayesian model for pointing errors of typein neurosurgical planning.,2023,2023 Jul,2023 May 30,International journal of computer assisted radiology and surgery,Int J Comput Assist Radiol Surg,18,7,1269-1277,10.1007/s11548-023-02943-w,,Baxter JSH; Croci S; Delmas A; Bredoux L; Lefaucheur JP; Jannin P,6,Jannin P,Journal Article,False,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37249748/
37247386,Transcranial magnetic stimulation in assessment of vocal cord paralysis due to post-viral (COVID-19) vagal neuropathy.,2023,2023 Jun,,Journal of medical virology,J Med Virol,95,6,e28838,10.1002/jmv.28838,,Bošković B; Bilić I; Šoda J; Kero I; Rogić Vidaković M,5,Rogić Vidaković M,Letter,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37247386/
37247036,Brain stimulation for chronic pain management: a narrative review of analgesic mechanisms and clinical evidence.,2023,2023 May 29,2023 May 29,Neurosurgical review,Neurosurg Rev,46,1,127,10.1007/s10143-023-02032-1,PMC10227133,Szymoniuk M; Chin JH; Domagalski Ł; Biszewski M; Jóźwik K; Kamieniak P,6,Kamieniak P,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; safety_side_effects_sensations,https://pubmed.ncbi.nlm.nih.gov/37247036/
37247033,Neurophysiological correlates of altered time awareness in Alzheimer's disease and frontotemporal dementia.,2023,2023 Oct,2023 May 29,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,Neurol Sci,44,10,3515-3522,10.1007/s10072-023-06877-8,,Bracca V; Cantoni V; Gadola Y; Rivolta J; Cosseddu M; Turrone R; Caratozzolo S; Di Luca M; Padovani A; Borroni B; Benussi A,11,Benussi A,Journal Article,False,False,False,False,False,master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37247033/
37246331,Autism spectrum disorder and GABA levels in children with succinic semialdehyde dehydrogenase deficiency.,2023,2023 Dec,2023 May 28,Developmental medicine and child neurology,Dev Med Child Neurol,65,12,1596-1606,10.1111/dmcn.15659,,Tokatly Latzer I; Hanson E; Bertoldi M; García-Cazorla À; Tsuboyama M; MacMullin P; Rotenberg A; Roullet JB; Pearl PL; SSADH Deficiency Investigators Consortium,10,Pearl PL,"Journal Article; Research Support, N.I.H., Extramural",False,False,False,False,False,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37246331/
37245843,No place in France for repetitive transcranial magnetic stimulation in the therapeutic armamentarium of treatment-resistant depression?,2023,2023 May-Jun,2023 May 27,Brain stimulation,Brain Stimul,16,3,927-929,10.1016/j.brs.2023.05.015,,Batail JM; Gaillard R; Haffen E; Poulet E; Sauvaget A; Szekely D; Brunelin J; Bulteau S; Bubrovszky M; Smadja J; Bourla A; Bouaziz N,25,Drapier D,Letter,False,False,False,False,False,master_tms_not_animal_only; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/37245843/
37245690,Non-invasive Brain Stimulation Techniques for the Improvement of Upper Limb Motor Function and Performance in Activities of Daily Living After Stroke: A Systematic Review and Network Meta-analysis.,2023,2023 Oct,2023 May 26,Archives of physical medicine and rehabilitation,Arch Phys Med Rehabil,104,10,1683-1697,10.1016/j.apmr.2023.04.027,,Ahmed I; Mustafaoglu R; Rossi S; Cavdar FA; Agyenkwa SK; Pang MYC; Straudi S,7,Straudi S,Systematic Review; Journal Article; Network Meta-Analysis,True,False,True,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/37245690/
37245405,"Recovery of clinical, cognitive and cortical activity measures following mild traumatic brain injury (mTBI): A longitudinal investigation.",2023,2023 Aug,2023 May 9,Cortex; a journal devoted to the study of the nervous system and behavior,Cortex,165,,14-25,10.1016/j.cortex.2023.04.009,,Coyle HL; Bailey NW; Ponsford J; Hoy KE,4,Hoy KE,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37245405/
37244800,PMd and action preparation: bridging insights between TMS and single neuron research.,2023,2023 Aug,2023 May 25,Trends in cognitive sciences,Trends Cogn Sci,27,8,759-772,10.1016/j.tics.2023.05.001,,Denyer R; Greenhouse I; Boyd LA,3,Boyd LA,"Journal Article; Review; Research Support, Non-U.S. Gov't",True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37244800/
37244393,Does the right temporo-parietal junction play a role in processing indirect speech acts? A transcranial magnetic stimulation study.,2023,2023 Sep 9,2023 May 25,Neuropsychologia,Neuropsychologia,188,,108588,10.1016/j.neuropsychologia.2023.108588,PMC10498423,Boux IP; Pulvermüller F,2,Pulvermüller F,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37244393/
37241045,A Case Series of Continuous Theta Burst Stimulation Treatment for the Supplementary Motor Area Twice a Day in Patients with Obsessive-Compulsive Disorder: A Real World TMS Registry Study in Japan.,2023,2023 May 22,2023 May 22,Journal of personalized medicine,J Pers Med,13,5,,10.3390/jpm13050875,PMC10223256,Noda Y; Fujii K; Tokura F; Nakajima S; Kitahata R,5,Kitahata R,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; medication_sleep_caffeine_state; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37241045/
37240865,Non-Invasive Brain Stimulation for the Modulation of Aggressive Behavior-A Systematic Review of Randomized Sham-Controlled Studies.,2023,2023 May 20,2023 May 20,"Life (Basel, Switzerland)",Life (Basel),13,5,,10.3390/life13051220,PMC10223137,Casula A; Milazzo BM; Martino G; Sergi A; Lucifora C; Tomaiuolo F; Quartarone A; Nitsche MA; Vicario CM,9,Vicario CM,Journal Article; Review,True,False,False,False,False,dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37240865/
37239273,Neuroimaging Correlates of Treatment Response to Transcranial Magnetic Stimulation in Bipolar Depression: A Systematic Review.,2023,2023 May 15,2023 May 15,Brain sciences,Brain Sci,13,5,,10.3390/brainsci13050801,PMC10216729,Shamabadi A; Karimi H; Cattarinussi G; Moghaddam HS; Akhondzadeh S; Sambataro F; Schiena G; Delvecchio G,8,Delvecchio G,Journal Article; Review,True,False,False,False,False,fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37239273/
37239224,Hemispheric Differences of 1 Hz rTMS over Motor and Premotor Cortex in Modulation of Neural Processing and Hand Function.,2023,2023 May 2,2023 May 2,Brain sciences,Brain Sci,13,5,,10.3390/brainsci13050752,PMC10216797,Veldema J; Nowak DA; Bösl K; Gharabaghi A,4,Gharabaghi A,Journal Article,False,False,False,False,False,master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37239224/
37239175,Gait Recovery in Spinal Cord Injury: A Systematic Review with Metanalysis Involving New Rehabilitative Technologies.,2023,2023 Apr 22,2023 Apr 22,Brain sciences,Brain Sci,13,5,,10.3390/brainsci13050703,PMC10216369,La Rosa G; Avola M; Di Gregorio T; Calabrò RS; Onesta MP,5,Onesta MP,Journal Article; Review,True,False,False,False,False,guidelines_consensus_reviews; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37239175/
37239135,Neurophysiological Markers of Premotor-Motor Network Plasticity Predict Motor Performance in Young and Older Adults.,2023,2023 May 17,2023 May 17,Biomedicines,Biomedicines,11,5,,10.3390/biomedicines11051464,PMC10216324,Turrini S; Bevacqua N; Cataneo A; Chiappini E; Fiori F; Battaglia S; Romei V; Avenanti A,8,Avenanti A,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/37239135/
37239043,The Cortical Silent Period in the Cricothyroid Muscle as a Neurophysiologic Feature for Dystonia Observation: E-Field-Navigated Transcranial Magnetic (TMS) Study.,2023,2023 May 5,2023 May 5,Biomedicines,Biomedicines,11,5,,10.3390/biomedicines11051373,PMC10216453,Konstantinović I; Bošković B; Šoda J; Dolić K; Đogaš Z; Lapčić M; Ledenko V; Vrgoč T; Rogić Vidaković M,9,Rogić Vidaković M,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/37239043/
37238958,Temporary Occlusion of Common Carotid Arteries Does Not Evoke Total Inhibition in the Activity of Corticospinal Tract Neurons in Experimental Conditions.,2023,2023 Apr 27,2023 Apr 27,Biomedicines,Biomedicines,11,5,,10.3390/biomedicines11051287,PMC10216092,Szymankiewicz-Szukała A; Huber J; Czarnecki P; Wiertel-Krawczuk A; Dąbrowski M,5,Dąbrowski M,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37238958/
37237638,Optimal Design of Array Coils for Multi-Target Adjustable Electromagnetic Brain Stimulation System.,2023,2023 May 9,2023 May 9,"Bioengineering (Basel, Switzerland)",Bioengineering (Basel),10,5,,10.3390/bioengineering10050568,PMC10215902,Wang T; Yan L; Yang X; Geng D; Xu G; Wang A,6,Wang A,Journal Article,False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37237638/
37236809,"Cortically Evoked Movement in Humans Reflects History of Prior Executions, Not Plan for Upcoming Movement.",2023,2023 Jul 5,2023 May 26,The Journal of neuroscience : the official journal of the Society for Neuroscience,J Neurosci,43,27,5030-5044,10.1523/JNEUROSCI.2170-22.2023,PMC10324989,Suleiman A; Solomonow-Avnon D; Mawase F,3,Mawase F,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37236809/
37236052,Comparison of anatomical-based vs. nTMS-based risk stratification model for predicting postoperative motor outcome and extent of resection in brain tumor surgery.,2023,2023,2023 May 16,NeuroImage. Clinical,Neuroimage Clin,38,,103436,10.1016/j.nicl.2023.103436,PMC10232884,Ivren M; Grittner U; Khakhar R; Belotti F; Schneider H; Pöser P; D'Agata F; Spena G; Vajkoczy P; Picht T; Rosenstock T,11,Rosenstock T,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only; medication_sleep_caffeine_state; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37236052/
37234039,Clinical Efficacy of Deep Transcranial Magnetic Stimulation in Psychiatric and Cognitive Disorders: Protocol for a Systematic Review.,2023,2023 May 26,2023 May 26,JMIR research protocols,JMIR Res Protoc,12,,e45213,10.2196/45213,PMC10257110,Di Passa AM; Dabir M; Fein A; Khoshroo S; McIntyre-Wood C; Marsden E; MacKillop E; De Jesus J; MacKillop J; Duarte D,10,Duarte D,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37234039/
37231390,"Brain-oscillation-synchronized stimulation to enhance motor recovery in early subacute stroke: a randomized controlled double-blind three- arm parallel-group exploratory trial comparing personalized, non- personalized and sham repetitive transcranial magnetic stimulation (Acronym: BOSS-STROKE).",2023,2023 May 25,2023 May 25,BMC neurology,BMC Neurol,23,1,204,10.1186/s12883-023-03235-1,PMC10210305,Lieb A; Zrenner B; Zrenner C; Kozák G; Martus P; Grefkes C; Ziemann U,7,Ziemann U,Randomized Controlled Trial; Multicenter Study; Journal Article,False,False,False,False,True,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37231390/
37230576,DNA tetrahedron-mediated triplex molecular switch for extracellular pH monitoring.,2023,2023 Jul 18,2023 May 8,Analytica chimica acta,Anal Chim Acta,1265,,341336,10.1016/j.aca.2023.341336,,Xing H; Zhu Y; Xu D; Wu R; Xing X; Li LS,6,Li LS,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37230576/
37230463,Differential response to H-coil repetitive transcranial magnetic stimulation before versus after the first COVID-19 shutdown.,2023,2023 May-Jun,2023 May 23,Brain stimulation,Brain Stimul,16,3,901-903,10.1016/j.brs.2023.05.019,PMC10204277,Becker CR; Taylor JJ; Brown JC; Seiner SJ; Siddiqi SH,5,Siddiqi SH,"Letter; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",False,False,False,False,False,master_tms_not_animal_only; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37230463/
37230266,Deep transcranial magnetic stimulation alters resting-state neurophysiological traits in major depressive disorder.,2023,2023 Sep 15,2023 May 24,Journal of affective disorders,J Affect Disord,337,,104-111,10.1016/j.jad.2023.05.066,,Shanok NA; Rodriguez S; Muzac S; Huertas Del Pino C; Brown L; Rodriguez R,6,Rodriguez R,Journal Article,False,False,False,False,False,dosing_protocol_variants; fnirs_eeg_qeeg_biomarkers; guidelines_consensus_reviews; master_tms_not_animal_only; mechanisms_neuroplasticity; medication_sleep_caffeine_state; psychiatric_indications,https://pubmed.ncbi.nlm.nih.gov/37230266/
37230209,EEG responses induced by cerebellar TMS at rest and during visuomotor adaptation.,2023,2023 Jul 15,2023 May 23,NeuroImage,Neuroimage,275,,120188,10.1016/j.neuroimage.2023.120188,,Fong PY; Spampinato D; Michell K; Mancuso M; Brown K; Ibáñez J; Santo AD; Latorre A; Bhatia K; Rothwell JC; Rocchi L,11,Rocchi L,"Journal Article; Research Support, Non-U.S. Gov't",False,False,False,False,False,fnirs_eeg_qeeg_biomarkers; master_tms_not_animal_only; mechanisms_neuroplasticity; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37230209/
37230204,Rapid estimation of cortical neuron activation thresholds by transcranial magnetic stimulation using convolutional neural networks.,2023,2023 Jul 15,2023 May 23,NeuroImage,Neuroimage,275,,120184,10.1016/j.neuroimage.2023.120184,PMC10281353,Aberra AS; Lopez A; Grill WM; Peterchev AV,4,Peterchev AV,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.",False,False,False,False,False,master_tms_not_animal_only; mechanisms_neuroplasticity,https://pubmed.ncbi.nlm.nih.gov/37230204/
37229909,Association between daily dose and efficacy of rTMS over the left dorsolateral prefrontal cortex in depression: A meta-analysis.,2023,2023 Jul,2023 May 20,Psychiatry research,Psychiatry Res,325,,115260,10.1016/j.psychres.2023.115260,,Yu T; Chen W; Huo L; Luo X; Wang J; Zhang B,6,Zhang B,Meta-Analysis; Journal Article,False,False,True,False,False,clinical_depression_protocols; dosing_protocol_variants; guidelines_consensus_reviews; master_tms_not_animal_only; psychiatric_indications; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37229909/
37228704,Epileptiform activity influences theta-burst induced LTP in the adult hippocampus: a role for synaptic lipid raft disruption in early metaplasticity?,2023,2023,2023 May 9,Frontiers in cellular neuroscience,Front Cell Neurosci,17,,1117697,10.3389/fncel.2023.1117697,PMC10203237,Carvalho-Rosa JD; Rodrigues NC; Silva-Cruz A; Vaz SH; Cunha-Reis D,5,Cunha-Reis D,Journal Article,False,False,False,False,False,dosing_protocol_variants; master_tms_not_animal_only; mechanisms_neuroplasticity; safety_side_effects_sensations; technician_equipment_localization,https://pubmed.ncbi.nlm.nih.gov/37228704/
37228338,TMS reveals a two-stage priming circuit of gesture-speech integration.,2023,2023,2023 May 9,Frontiers in psychology,Front Psychol,14,,1156087,10.3389/fpsyg.2023.1156087,PMC10203497,Zhao W,1,Zhao W,Journal Article,False,False,False,False,False,master_tms_not_animal_only,https://pubmed.ncbi.nlm.nih.gov/37228338/
